gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
female,group A,master's degree,standard,none,51,59,59
female,group D,some college,standard,completed,77,88,97
female,group B,master's degree,standard,none,67,81,82
male,group B,bachelor's degree,standard,completed,66,69,62
female,group C,bachelor's degree,free/reduced,completed,67,75,77
female,group D,associate's degree,standard,completed,56,69,76
female,group C,high school,standard,none,72,84,83
female,group C,some college,standard,none,72,75,81
male,group E,some college,standard,none,80,70,65
female,group D,some college,standard,none,83,88,85
female,group C,some college,free/reduced,none,17,45,39
male,group E,high school,standard,none,92,85,78
male,group B,bachelor's degree,free/reduced,none,64,69,67
male,group C,some college,free/reduced,none,62,62,56
female,group B,some college,standard,completed,42,52,51
female,group D,bachelor's degree,standard,none,74,82,81
female,group B,associate's degree,free/reduced,completed,47,61,60
female,group D,some college,standard,none,85,80,83
female,group D,bachelor's degree,standard,none,76,74,77
female,group C,some high school,standard,completed,47,63,63
male,group C,high school,free/reduced,none,42,50,44
male,group C,bachelor's degree,standard,completed,74,59,65
female,group B,some college,standard,none,63,66,67
male,group D,some college,free/reduced,completed,60,72,70
female,group D,some high school,standard,completed,70,81,87
female,group E,master's degree,standard,completed,76,83,86
male,group C,master's degree,free/reduced,completed,37,31,41
male,group B,associate's degree,free/reduced,none,83,79,75
male,group B,associate's degree,standard,none,100,90,83
male,group D,associate's degree,standard,none,90,81,83
female,group C,high school,standard,completed,76,78,83
female,group B,master's degree,standard,completed,56,74,75
male,group C,high school,standard,none,60,53,42
male,group D,high school,standard,none,91,80,79
female,group D,some college,free/reduced,completed,38,51,57
female,group C,some college,standard,none,69,71,74
male,group D,master's degree,free/reduced,none,80,75,76
female,group A,some college,standard,completed,53,68,70
male,group C,some college,free/reduced,completed,44,57,52
female,group E,high school,free/reduced,none,39,48,43
female,group D,some high school,standard,none,55,47,58
female,group A,high school,free/reduced,completed,50,68,68
male,group A,some college,standard,none,81,82,74
male,group C,some college,standard,completed,53,56,56
female,group A,high school,free/reduced,completed,66,67,73
female,group C,high school,free/reduced,none,58,75,71
male,group D,associate's degree,standard,completed,80,75,84
male,group E,master's degree,standard,completed,96,84,88
male,group D,associate's degree,standard,none,48,48,42
male,group A,high school,standard,completed,84,77,79
male,group E,bachelor's degree,free/reduced,none,91,88,84
female,group C,some high school,standard,none,81,83,84
male,group C,some college,free/reduced,none,70,67,60
male,group D,some college,standard,completed,76,66,72
male,group D,some college,standard,none,67,60,55
male,group C,associate's degree,standard,none,80,76,72
female,group D,master's degree,standard,completed,86,93,100
female,group E,some high school,standard,none,91,98,95
female,group D,master's degree,standard,completed,89,100,100
male,group A,high school,free/reduced,none,39,36,31
male,group C,bachelor's degree,standard,none,80,77,70
female,group B,associate's degree,standard,none,50,55,54
female,group D,associate's degree,free/reduced,none,49,70,68
male,group C,some high school,standard,none,82,69,59
male,group D,some college,standard,none,66,60,56
female,group C,associate's degree,standard,completed,68,76,72
female,group B,some college,standard,completed,63,62,65
female,group C,some high school,standard,none,46,53,54
female,group C,some college,standard,completed,74,86,89
male,group B,high school,standard,none,47,44,43
male,group B,bachelor's degree,standard,none,51,53,50
male,group D,some high school,standard,none,60,51,54
male,group B,associate's degree,standard,none,79,69,66
female,group E,some college,standard,none,82,90,86
female,group C,associate's degree,standard,none,67,82,76
female,group D,high school,free/reduced,completed,73,88,93
female,group E,bachelor's degree,free/reduced,completed,78,85,90
female,group A,high school,standard,none,63,68,69
female,group D,associate's degree,standard,completed,89,100,100
male,group D,some college,standard,none,73,65,64
female,group B,bachelor's degree,standard,none,69,70,74
male,group E,some high school,free/reduced,completed,47,44,50
male,group B,master's degree,standard,none,93,85,87
female,group C,high school,free/reduced,none,52,72,69
male,group B,bachelor's degree,standard,none,78,63,62
male,group C,associate's degree,standard,none,69,62,60
female,group D,high school,free/reduced,completed,43,69,70
female,group D,high school,free/reduced,completed,70,71,77
female,group C,high school,standard,completed,89,92,93
male,group D,high school,standard,none,74,55,60
female,group E,associate's degree,standard,none,67,65,66
male,group D,high school,standard,none,66,59,56
male,group D,associate's degree,standard,none,62,62,58
female,group D,associate's degree,standard,none,80,78,77
female,group E,some high school,standard,none,87,83,81
male,group B,associate's degree,free/reduced,none,50,45,38
male,group A,some high school,standard,none,58,53,51
male,group D,some high school,standard,none,71,72,62
female,group C,some college,standard,none,57,61,62
male,group D,associate's degree,standard,none,63,62,61
female,group C,some college,free/reduced,none,63,81,83
male,group D,bachelor's degree,standard,completed,68,52,63
male,group B,associate's degree,standard,completed,78,66,70
female,group C,high school,standard,completed,69,93,89
male,group D,high school,standard,none,68,58,64
male,group A,bachelor's degree,standard,none,87,73,74
male,group D,high school,free/reduced,none,53,57,52
male,group E,some college,free/reduced,none,47,44,42
female,group B,high school,standard,none,39,62,57
male,group C,associate's degree,standard,completed,82,78,75
male,group C,bachelor's degree,standard,none,75,67,63
male,group B,some college,standard,completed,66,63,68
female,group B,associate's degree,free/reduced,none,62,82,76
male,group D,master's degree,standard,completed,96,87,94
male,group D,associate's degree,standard,completed,92,90,99
female,group D,some college,free/reduced,completed,84,89,92
male,group D,bachelor's degree,standard,completed,84,80,86
male,group C,high school,standard,none,69,66,64
female,group D,some college,standard,completed,73,88,89
female,group D,master's degree,free/reduced,none,79,72,75
male,group A,master's degree,free/reduced,none,85,74,74
female,group C,associate's degree,standard,none,57,64,72
male,group E,bachelor's degree,free/reduced,none,35,31,29
female,group D,master's degree,free/reduced,none,53,63,69
female,group B,high school,standard,none,44,58,56
female,group C,bachelor's degree,standard,none,67,67,64
male,group B,associate's degree,standard,none,63,64,57
female,group A,some high school,standard,none,52,59,58
male,group E,some college,standard,none,68,53,54
male,group D,high school,standard,none,63,64,61
male,group E,high school,standard,none,73,52,46
female,group B,some high school,standard,none,53,56,54
male,group B,associate's degree,standard,completed,94,90,92
male,group E,some college,free/reduced,none,74,73,68
female,group B,some high school,standard,none,51,64,60
female,group A,associate's degree,free/reduced,completed,50,67,72
male,group E,high school,free/reduced,none,72,75,65
female,group C,bachelor's degree,free/reduced,none,44,67,62
male,group C,some high school,free/reduced,none,62,59,50
male,group B,high school,free/reduced,completed,72,73,70
male,group D,high school,standard,completed,62,68,70
male,group E,high school,free/reduced,completed,48,57,58
female,group D,some high school,free/reduced,none,35,43,40
male,group B,bachelor's degree,standard,completed,92,83,86
female,group D,some college,free/reduced,none,79,90,84
female,group C,associate's degree,standard,none,56,69,65
male,group B,some high school,standard,completed,53,54,57
female,group C,associate's degree,free/reduced,none,63,65,68
female,group D,some college,standard,none,91,100,100
female,group B,bachelor's degree,standard,completed,57,76,74
male,group B,some college,standard,none,76,67,61
female,group C,high school,standard,completed,72,89,88
male,group E,high school,standard,none,100,95,86
male,group C,master's degree,standard,none,67,66,64
male,group C,associate's degree,standard,none,91,95,88
female,group D,bachelor's degree,standard,completed,68,76,81
male,group A,associate's degree,standard,none,72,70,70
female,group D,associate's degree,standard,none,58,63,67
female,group A,high school,standard,none,76,85,81
male,group B,some high school,standard,none,45,40,38
male,group A,high school,free/reduced,none,58,53,42
male,group C,some college,standard,none,88,88,83
male,group E,some college,standard,none,76,64,61
female,group E,master's degree,standard,none,77,86,88
female,group E,high school,standard,none,40,49,48
female,group C,master's degree,standard,none,90,100,100
female,group C,associate's degree,standard,none,62,70,74
male,group D,master's degree,free/reduced,none,68,62,66
female,group E,some college,standard,none,72,67,69
male,group B,associate's degree,free/reduced,completed,75,80,75
female,group B,some college,free/reduced,none,55,67,61
male,group C,some college,standard,none,70,61,58
male,group C,some high school,standard,completed,75,57,59
male,group D,high school,standard,none,79,60,63
female,group C,high school,standard,completed,55,73,74
male,group B,some high school,standard,none,66,58,56
